Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
Bad,< 0 DM,12,all credits at this bank paid back duly,New car,697,< 100 DM,< 1 year,4,male: single,none,1<...<=2 years,car or other,46,bank,own,2,skilled employee / official,1,No,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,New car,1442,< 100 DM,4<=...<7 years,4,female: divorced/separated/married,none,>4years,car or other,23,none,rent,2,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,27,no credits taken,Business,5293,< 100 DM,unemployed,2,male: single,none,>4years,savings agreement/ life insurance,50,none,own,2,skilled employee / official,1,No,Yes
Bad,< 0 DM,21,delay in paying off in the past,Education,3414,< 100 DM,< 1 year,2,male: single,none,<= 1 year,savings agreement/ life insurance,26,stores,own,2,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,18,existing credits paid back duly till now,Furniture/Equipment,2039,< 100 DM,1<=...<4 years,1,female: divorced/separated/married,none,>4years,real estate,20,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,24,all credits at this bank paid back duly,Business,3161,< 100 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,savings agreement/ life insurance,31,bank,rent,1,skilled employee / official,1,No,Yes
Bad,< 0 DM,12,existing credits paid back duly till now,Retraining,902,< 100 DM,4<=...<7 years,4,male: married/widowed,none,>4years,savings agreement/ life insurance,21,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,48,existing credits paid back duly till now,Used car,10297,< 100 DM,4<=...<7 years,4,male: single,none,>4years,unknown / no property,39,none,for free,3,skilled employee / official,2,No,Yes
Bad,0 <=...<200 DM,48,no credits taken,Business,14421,< 100 DM,1<=...<4 years,2,male: single,none,1<...<=2 years,car or other,25,stores,own,1,skilled employee / official,1,No,Yes
Bad,0 <=...<200 DM,18,critical account,New car,1056,< 100 DM,>=7years,3,male: single,guarantor,2<...<=3 years,real estate,30,none,own,2,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,12,existing credits paid back duly till now,New car,1274,< 100 DM,< 1 year,3,female: divorced/separated/married,none,<= 1 year,real estate,37,bank,own,1,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,12,existing credits paid back duly till now,New car,1223,< 100 DM,>=7years,1,male: divorced/separated,none,<= 1 year,real estate,46,none,rent,2,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,12,existing credits paid back duly till now,New car,1372,< 100 DM,4<=...<7 years,2,male: divorced/separated,none,2<...<=3 years,car or other,36,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,16,critical account,New car,2625,< 100 DM,>=7years,2,male: single,guarantor,>4years,savings agreement/ life insurance,43,none,rent,1,skilled employee / official,1,No,No
Bad,< 0 DM,20,critical account,New car,2235,< 100 DM,1<=...<4 years,4,male: married/widowed,guarantor,1<...<=2 years,savings agreement/ life insurance,33,bank,rent,2,skilled employee / official,1,Yes,No
Bad,0 <=...<200 DM,9,existing credits paid back duly till now,Furniture/Equipment,959,< 100 DM,1<=...<4 years,1,female: divorced/separated/married,none,1<...<=2 years,car or other,29,bank,own,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,18,critical account,New car,884,< 100 DM,>=7years,4,male: single,none,>4years,car or other,36,none,own,1,skilled employee / official,2,No,Yes
Bad,0 <=...<200 DM,24,existing credits paid back duly till now,New car,1246,< 100 DM,< 1 year,4,male: single,none,1<...<=2 years,real estate,23,bank,own,1,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,36,delay in paying off in the past,New car,8086,100<= ... < 500 DM,>=7years,2,male: single,none,>4years,car or other,42,stores,own,4,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,No checking account,48,critical account,New car,10127,500<= ... < 1000 DM,1<=...<4 years,2,male: single,none,1<...<=2 years,unknown / no property,44,none,for free,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,12,existing credits paid back duly till now,New car,888,< 100 DM,>=7years,4,male: single,none,>4years,car or other,41,bank,own,1,unskilled - resident,2,Yes,Yes
Bad,No checking account,12,existing credits paid back duly till now,Education,719,< 100 DM,>=7years,4,male: single,none,>4years,car or other,41,bank,own,1,unskilled - resident,2,Yes,Yes
Bad,0 <=...<200 DM,36,existing credits paid back duly till now,New car,12389,unknown/ no savings account,1<=...<4 years,1,male: single,none,>4years,unknown / no property,37,bank,for free,1,skilled employee / official,1,No,Yes
Bad,< 0 DM,12,existing credits paid back duly till now,Radio/Television,709,< 100 DM,>=7years,4,male: single,none,>4years,real estate,57,none,own,1,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,15,all credits at this bank paid back duly,New car,6850,100<= ... < 500 DM,unemployed,1,male: single,none,1<...<=2 years,savings agreement/ life insurance,34,stores,own,1,management/ self-employed/highly qualified employee/ officer,2,No,Yes
Bad,No checking account,10,existing credits paid back duly till now,Furniture/Equipment,2210,< 100 DM,1<=...<4 years,2,male: single,none,1<...<=2 years,real estate,25,none,rent,1,unskilled - resident,1,Yes,Yes
Bad,No checking account,30,all credits at this bank paid back duly,Used car,7485,unknown/ no savings account,unemployed,4,female: divorced/separated/married,none,<= 1 year,real estate,53,bank,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,< 0 DM,18,all credits at this bank paid back duly,New car,1442,< 100 DM,4<=...<7 years,4,male: single,none,>4years,unknown / no property,32,bank,for free,2,unskilled - resident,2,Yes,Yes
Bad,No checking account,12,critical account,Radio/Television,797,unknown/ no savings account,>=7years,4,female: divorced/separated/married,none,2<...<=3 years,savings agreement/ life insurance,33,none,own,1,unskilled - resident,2,Yes,Yes
Bad,0 <=...<200 DM,45,critical account,Radio/Television,4746,< 100 DM,< 1 year,4,male: single,none,1<...<=2 years,savings agreement/ life insurance,24,bank,own,2,unskilled - resident,1,Yes,Yes
Bad,> 200 DM,12,critical account,New car,939,500<= ... < 1000 DM,4<=...<7 years,4,male: married/widowed,none,1<...<=2 years,real estate,28,none,own,3,skilled employee / official,1,No,Yes
Bad,0 <=...<200 DM,21,existing credits paid back duly till now,Business,1188,< 100 DM,>=7years,2,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,39,none,own,1,skilled employee / official,2,Yes,Yes
Bad,No checking account,48,critical account,Used car,11590,100<= ... < 500 DM,1<=...<4 years,2,female: divorced/separated/married,none,>4years,car or other,24,none,rent,2,unskilled - resident,1,Yes,Yes
Bad,> 200 DM,12,all credits at this bank paid back duly,Business,609,< 100 DM,< 1 year,4,female: divorced/separated/married,none,<= 1 year,real estate,26,bank,own,1,unemployed/ unskilled - non-resident,1,Yes,Yes
Bad,< 0 DM,18,critical account,Repairs,1190,< 100 DM,unemployed,2,female: divorced/separated/married,none,>4years,unknown / no property,55,none,for free,3,unemployed/ unskilled - non-resident,2,Yes,Yes
Bad,0 <=...<200 DM,21,existing credits paid back duly till now,Business,2767,100<= ... < 500 DM,>=7years,4,male: divorced/separated,none,1<...<=2 years,car or other,61,none,rent,2,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,30,existing credits paid back duly till now,Furniture/Equipment,3441,100<= ... < 500 DM,1<=...<4 years,2,female: divorced/separated/married,co-applicant,>4years,car or other,21,bank,rent,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,30,no credits taken,Business,4280,100<= ... < 500 DM,1<=...<4 years,4,female: divorced/separated/married,none,>4years,car or other,26,none,rent,2,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,24,existing credits paid back duly till now,Radio/Television,3092,100<= ... < 500 DM,< 1 year,3,male: married/widowed,none,1<...<=2 years,car or other,22,none,rent,1,skilled employee / official,1,No,Yes
Bad,No checking account,18,existing credits paid back duly till now,New car,6761,unknown/ no savings account,1<=...<4 years,2,male: single,none,>4years,car or other,68,stores,rent,2,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,12,existing credits paid back duly till now,Radio/Television,1331,< 100 DM,< 1 year,2,male: single,none,<= 1 year,car or other,22,none,own,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,54,no credits taken,Business,15945,< 100 DM,< 1 year,3,male: single,none,>4years,unknown / no property,58,none,rent,1,skilled employee / official,1,No,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,Furniture/Equipment,3234,< 100 DM,< 1 year,4,female: divorced/separated/married,none,>4years,real estate,23,none,rent,1,unskilled - resident,1,No,Yes
Bad,0 <=...<200 DM,15,existing credits paid back duly till now,Radio/Television,802,< 100 DM,>=7years,4,male: single,none,2<...<=3 years,car or other,37,none,own,1,skilled employee / official,2,Yes,Yes
Bad,0 <=...<200 DM,48,existing credits paid back duly till now,Furniture/Equipment,9960,< 100 DM,< 1 year,1,female: divorced/separated/married,none,1<...<=2 years,car or other,26,bank,own,1,skilled employee / official,1,No,Yes
Bad,No checking account,24,delay in paying off in the past,Business,8648,< 100 DM,< 1 year,2,male: single,none,1<...<=2 years,car or other,27,bank,own,2,skilled employee / official,1,No,Yes
Bad,< 0 DM,18,existing credits paid back duly till now,Radio/Television,1345,< 100 DM,1<=...<4 years,4,male: married/widowed,none,2<...<=3 years,real estate,26,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,45,existing credits paid back duly till now,Radio/Television,1845,< 100 DM,1<=...<4 years,4,male: single,none,>4years,unknown / no property,23,none,for free,1,skilled employee / official,1,No,Yes
Bad,< 0 DM,21,all credits at this bank paid back duly,New car,1647,unknown/ no savings account,1<=...<4 years,4,male: single,none,1<...<=2 years,savings agreement/ life insurance,40,bank,own,2,unskilled - resident,2,Yes,Yes
Bad,No checking account,48,existing credits paid back duly till now,Business,4844,< 100 DM,unemployed,3,male: single,none,1<...<=2 years,car or other,33,none,rent,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,0 <=...<200 DM,27,no credits taken,Business,8318,< 100 DM,>=7years,2,female: divorced/separated/married,none,>4years,unknown / no property,42,stores,for free,2,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,> 200 DM,18,existing credits paid back duly till now,Radio/Television,2100,< 100 DM,1<=...<4 years,4,male: single,co-applicant,1<...<=2 years,real estate,37,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,45,no credits taken,Business,11816,< 100 DM,>=7years,2,male: single,none,>4years,car or other,29,none,rent,2,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,6,existing credits paid back duly till now,Education,448,< 100 DM,< 1 year,4,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,30,existing credits paid back duly till now,Repairs,11998,< 100 DM,< 1 year,1,male: divorced/separated,none,<= 1 year,unknown / no property,34,bank,own,1,unskilled - resident,1,No,Yes
Bad,0 <=...<200 DM,48,no credits taken,Others,18424,< 100 DM,1<=...<4 years,1,female: divorced/separated/married,none,1<...<=2 years,savings agreement/ life insurance,32,bank,own,1,management/ self-employed/highly qualified employee/ officer,1,No,No
Bad,< 0 DM,6,existing credits paid back duly till now,New car,14896,< 100 DM,>=7years,1,male: single,none,>4years,unknown / no property,68,bank,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,0 <=...<200 DM,12,existing credits paid back duly till now,Furniture/Equipment,2762,unknown/ no savings account,>=7years,1,female: divorced/separated/married,none,1<...<=2 years,savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,No,Yes
Bad,< 0 DM,12,existing credits paid back duly till now,Used car,3386,< 100 DM,>=7years,3,male: single,none,>4years,unknown / no property,35,none,for free,1,skilled employee / official,1,No,Yes
Bad,0 <=...<200 DM,24,existing credits paid back duly till now,Radio/Television,2039,< 100 DM,< 1 year,1,male: married/widowed,none,<= 1 year,savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,No,Yes
Bad,No checking account,18,delay in paying off in the past,Business,2169,< 100 DM,1<=...<4 years,4,male: married/widowed,none,1<...<=2 years,car or other,28,none,own,1,skilled employee / official,1,No,Yes
Bad,0 <=...<200 DM,48,critical account,Furniture/Equipment,5096,< 100 DM,1<=...<4 years,2,female: divorced/separated/married,none,2<...<=3 years,car or other,30,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,< 0 DM,18,existing credits paid back duly till now,Radio/Television,1882,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,none,>4years,car or other,25,bank,rent,2,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,48,existing credits paid back duly till now,Radio/Television,6999,< 100 DM,4<=...<7 years,1,male: married/widowed,guarantor,<= 1 year,real estate,34,none,own,2,skilled employee / official,1,No,Yes
Bad,No checking account,12,critical account,Business,2292,< 100 DM,unemployed,4,male: single,none,1<...<=2 years,car or other,42,stores,own,2,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,< 0 DM,14,existing credits paid back duly till now,New car,8978,< 100 DM,>=7years,1,male: divorced/separated,none,>4years,savings agreement/ life insurance,45,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,No
Bad,< 0 DM,12,existing credits paid back duly till now,Radio/Television,674,100<= ... < 500 DM,4<=...<7 years,4,male: married/widowed,none,<= 1 year,savings agreement/ life insurance,20,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,18,existing credits paid back duly till now,New car,976,< 100 DM,< 1 year,1,female: divorced/separated/married,none,1<...<=2 years,car or other,23,none,own,1,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,24,existing credits paid back duly till now,New car,2718,< 100 DM,1<=...<4 years,3,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,20,none,rent,1,unskilled - resident,1,No,Yes
Bad,< 0 DM,18,existing credits paid back duly till now,Education,750,< 100 DM,unemployed,4,female: divorced/separated/married,none,<= 1 year,real estate,27,none,own,1,unemployed/ unskilled - non-resident,1,Yes,Yes
Bad,0 <=...<200 DM,24,existing credits paid back duly till now,Used car,12579,< 100 DM,>=7years,4,female: divorced/separated/married,none,1<...<=2 years,unknown / no property,44,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,< 0 DM,18,existing credits paid back duly till now,Used car,7511,unknown/ no savings account,>=7years,1,male: single,none,>4years,savings agreement/ life insurance,51,none,for free,1,skilled employee / official,2,No,Yes
Bad,< 0 DM,18,critical account,New car,3966,< 100 DM,>=7years,1,female: divorced/separated/married,none,>4years,real estate,33,bank,rent,3,skilled employee / official,1,No,Yes
Bad,< 0 DM,12,no credits taken,Radio/Television,6199,< 100 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,savings agreement/ life insurance,28,none,rent,2,skilled employee / official,1,No,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,Radio/Television,1987,< 100 DM,1<=...<4 years,2,male: single,none,>4years,real estate,21,none,rent,1,unskilled - resident,2,Yes,Yes
